Gal,Galaxy Name,m-M,err,distancempc,err,Method,M.,REFCODE,Notes,RA,Dec,GLON,GLAT,Type (RC3),velocitykms
2667,NGC 4603,32.29,0.43,28.7,6.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",12:40:55.2,-40:58:35.0,300.8,21.9,SAS5*,2377
2667,NGC 4603,32.47,0.4,31.2,6.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"HMCL, I",12:40:55.2,-40:58:35.0,300.8,21.9,SAS5*,2377
2667,NGC 4603,32.56,0.43,32.6,7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",12:40:55.2,-40:58:35.0,300.8,21.9,SAS5*,2377
2667,NGC 4603,32.7,0.43,34.7,7.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",12:40:55.2,-40:58:35.0,300.8,21.9,SAS5*,2377
2667,NGC 4603,32.7,0.4,34.7,6.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"HMCL, I",12:40:55.2,-40:58:35.0,300.8,21.9,SAS5*,2377
2667,NGC 4603,32.83,0.4,36.8,7.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"HMCL, I",12:40:55.2,-40:58:35.0,300.8,21.9,SAS5*,2377
2667,NGC 4603,33.33,0.4,46.4,9.3,Tully-Fisher,1,1988NBGC.C....0000T,B,12:40:55.2,-40:58:35.0,300.8,21.9,SAS5*,2377
2667,NGC 4603,32.38,0.8,29.9,12,IRAS,4,1997ApJS..109..333W,"MAT, I",12:40:55.2,-40:58:35.0,300.8,21.9,SAS5*,2377
2667,NGC 4603,32.39,0.8,30.1,12,IRAS,4,1997ApJS..109..333W,"HMCL, I",12:40:55.2,-40:58:35.0,300.8,21.9,SAS5*,2377
2668,NGC 4608,31.13,0.8,16.8,6.7,Tully est,2,1988NBGC.C....0000T,B,12:41:13.3,+10:09:20.7,294.4,72.9,LBR0,1768
2669,NGC 4612,31.13,0.8,16.8,6.7,Tully est,2,1988NBGC.C....0000T,B,12:41:32.8,+07:18:53.4,295.7,70,RLX.0,1758
2670,NGC 4618,29.31,0.4,7.3,1.5,Tully-Fisher,1,1988NBGC.C....0000T,B,12:41:32.9,+41:09:02.8,130.6,75.8,SBT9,592
2671,NGC 4648,32.79,0.4,36.1,7.2,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",12:41:44.4,+74:25:15.4,123.8,42.7,E.3,1617
2671,NGC 4648,32.93,0.4,38.6,7.7,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",12:41:44.4,+74:25:15.4,123.8,42.7,E.3,1617
2672,NGC 4625,29.57,0.4,8.2,1.6,Tully-Fisher,1,1988NBGC.C....0000T,B,12:41:52.7,+41:16:26.3,130.2,75.7,SXT9P,659
2673,UGC 07872,32.44,0.8,30.7,12.3,Tully est,2,1988NBGC.C....0000T,,12:41:53.3,+75:18:25.0,123.7,41.8,I..9,2032
2674,"M59, NGC 4621",31.13,0.8,16.8,6.7,Tully est,2,1988NBGC.C....0000T,B,12:42:02.3,+11:38:48.9,294.4,74.4,E.5,381
2674,"M59, NGC 4621",31.13,0.4,16.8,3.4,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",12:42:02.3,+11:38:48.9,294.4,74.4,E.5,381
2674,"M59, NGC 4621",31.15,0.4,17,3.4,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",12:42:02.3,+11:38:48.9,294.4,74.4,E.5,381
2675,NGC 4631,29.19,0.4,6.9,1.4,Tully-Fisher,1,1988NBGC.C....0000T,B,12:42:08.0,+32:32:29.4,142.8,84.2,SBS7./,629
2676,NGC 4603D,33.39,0.43,47.6,10.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",12:42:08.1,-40:49:15.1,301,22,SXS7*,2621
2676,NGC 4603D,33.55,0.43,51.3,11,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",12:42:08.1,-40:49:15.1,301,22,SXS7*,2621
2676,NGC 4603D,33.6,0.43,52.6,11.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",12:42:08.1,-40:49:15.1,301,22,SXS7*,2621
2676,NGC 4603D,33.33,0.8,46.4,18.6,Tully est,2,1988NBGC.C....0000T,,12:42:08.1,-40:49:15.1,301,22,SXS7*,2621
2676,NGC 4603D,32.53,0.8,32.1,12.8,IRAS,4,1997ApJS..109..333W,"MAT, I",12:42:08.1,-40:49:15.1,301,22,SXS7*,2621
2677,NGC 4623,31.13,0.8,16.8,6.7,Tully est,2,1988NBGC.C....0000T,B,12:42:10.7,+07:40:37.0,296.1,70.4,LB.+*/,1779
2678,ESO 507- G 002,34.84,0.43,92.9,20,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",12:42:11.4,-25:25:43.1,300.3,37.4,SBcd,7181
2678,ESO 507- G 002,34.97,0.43,98.8,21.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",12:42:11.4,-25:25:43.1,300.3,37.4,SBcd,7181
2678,ESO 507- G 002,35.05,0.43,102.1,22,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",12:42:11.4,-25:25:43.1,300.3,37.4,SBcd,7181
2678,ESO 507- G 002,35.02,0.8,101.1,40.4,IRAS,4,1997ApJS..109..333W,"MAT, I",12:42:11.4,-25:25:43.1,300.3,37.4,SBcd,7181
2679,"IC 3687, UGC 07866",28.28,0.4,4.5,0.9,Tully-Fisher,1,1988NBGC.C....0000T,B,12:42:15.1,+38:30:12.0,132,78.5,IXS9,399
2680,NGC 4616,32.78,0.4,35.9,7.2,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",12:42:16.5,-40:38:31.4,301.1,22.2,E+..*,4409
2680,NGC 4616,32.88,0.4,37.6,7.5,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",12:42:16.5,-40:38:31.4,301.1,22.2,E+..*,4409
2681,ESO 268- G 033,34.19,0.43,68.8,14.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",12:42:29.7,-47:33:29.3,301.7,15.3,SBS4?/,5315
2681,ESO 268- G 033,34.38,0.43,75.3,16.2,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",12:42:29.7,-47:33:29.3,301.7,15.3,SBS4?/,5315
2681,ESO 268- G 033,34.47,0.43,78.2,16.8,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",12:42:29.7,-47:33:29.3,301.7,15.3,SBS4?/,5315
2681,ESO 268- G 033,34.39,0.8,75.6,30.2,IRAS,4,1997ApJS..109..333W,"MAT, I",12:42:29.7,-47:33:29.3,301.7,15.3,SBS4?/,5315
2682,NGC 4630,31.26,0.8,17.9,7.2,Tully est,2,1988NBGC.C....0000T,B,12:42:31.2,+03:57:37.1,297.3,66.7,IBS9?,665
2683,NGC 4632,30.99,0.38,15.8,3,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",12:42:32.8,-00:04:47.0,298.1,62.7,SA.5,1633
2683,NGC 4632,31,0.38,15.9,3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",12:42:32.8,-00:04:47.0,298.1,62.7,SA.5,1633
2683,NGC 4632,31.2,0.38,17.4,3.3,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",12:42:32.8,-00:04:47.0,298.1,62.7,SA.5,1633
2683,NGC 4632,30.76,0.8,14.2,5.7,Tully est,2,1988NBGC.C....0000T,B,12:42:32.8,-00:04:47.0,298.1,62.7,SA.5,1633
2683,NGC 4632,32.19,0.8,27.4,10.9,IRAS,4,1997ApJS..109..333W,"CF, r",12:42:32.8,-00:04:47.0,298.1,62.7,SA.5,1633
2684,NGC 4635,31.86,0.4,23.5,4.7,Tully-Fisher,1,1988NBGC.C....0000T,B,12:42:39.3,+19:56:42.9,286.8,82.5,SXS7,938
2685,[SPS 230]***,34.21,0.4,69.5,13.9,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",12:42:44.0,+40:48:39.0,129.8,76.2,,3343
2685,[SPS 230]***,34.55,0.4,81.2,16.2,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",12:42:44.0,+40:48:39.0,129.8,76.2,,3343
2686,NGC 4638,31.13,0.8,16.8,6.7,Tully est,2,1988NBGC.C....0000T,B,12:42:47.4,+11:26:32.9,295.1,74.2,L..-./,1083
2687,NGC 4636,31.15,0.8,17,6.8,Tully est,2,1988NBGC.C....0000T,B,12:42:49.9,+02:41:16.0,297.7,65.5,E.0+,941
2687,NGC 4636,31.13,0.4,16.8,3.4,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",12:42:49.9,+02:41:16.0,297.7,65.5,E.0+,941
2687,NGC 4636,31.15,0.4,17,3.4,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",12:42:49.9,+02:41:16.0,297.7,65.5,E.0+,941
2688,NGC 4639,31.13,0.4,16.8,3.4,Tully-Fisher,1,1988NBGC.C....0000T,B,12:42:52.4,+13:15:26.9,294.3,76,SXT4,963
2689,[SPS 231]***,32.93,0.4,38.6,7.7,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",12:43:18.0,+40:48:53.0,129.5,76.2,,2662
2689,[SPS 231]***,32.95,0.4,38.9,7.8,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",12:43:18.0,+40:48:53.0,129.5,76.2,,2662
2690,NGC 4643,32.05,0.8,25.7,10.3,Tully est,2,1988NBGC.C....0000T,B,12:43:20.1,+01:58:42.1,298.2,64.8,SBT0,1320
2691,NGC 4647,31.13,0.8,16.8,6.7,Tully est,2,1988NBGC.C....0000T,B,12:43:32.3,+11:34:54.7,295.7,74.3,SXT5,1367
2692,"M60, NGC 4649",31.13,0.8,16.8,6.7,Tully est,2,1988NBGC.C....0000T,B,12:43:39.7,+11:33:09.4,295.9,74.3,E.2,1065
2692,"M60, NGC 4649",31.13,0.4,16.8,3.4,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",12:43:39.7,+11:33:09.4,295.9,74.3,E.2,1065
2692,"M60, NGC 4649",31.15,0.4,17,3.4,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",12:43:39.7,+11:33:09.4,295.9,74.3,E.2,1065
2693,NGC 4651 ,31.13,0.4,16.8,3.4,Tully-Fisher,1,1988NBGC.C....0000T,B,12:43:42.6,+16:23:36.2,293.1,79.1,SAT5,772
2693,NGC 4651 ,32.34,0.47,29.3,6.9,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",12:43:42.6,+16:23:36.2,293.1,79.1,SAT5,772
