Gal,Galaxy Name,m-M,err,distancempc,err,Method,M.,REFCODE,Notes,RA,Dec,GLON,GLAT,Type (RC3),velocitykms
1147,"UGCA 122, DDO 234",31.69,0.8,21.8,8.7,Tully est,2,1988NBGC.C....0000T,,06:15:19.0,-26:34:49.0,233.7,-19.2,IXS9,1615
1148,UKS 0616-708,30.84,0.8,14.7,5.9,Tully est,2,1988NBGC.C....0000T,,06:15:49.2,-70:53:42.0,281.4,-28.4,SBS8,1092
1149,NGC 2206,33.98,0.43,62.5,13.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:15:59.8,-26:45:55.7,233.9,-19.1,SXT4*,6094
1149,NGC 2206,34.33,0.43,73.4,15.8,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:15:59.8,-26:45:55.7,233.9,-19.1,SXT4*,6094
1149,NGC 2206,34.49,0.43,78.9,17,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:15:59.8,-26:45:55.7,233.9,-19.1,SXT4*,6094
1149,NGC 2206,34.51,0.8,79.7,31.9,IRAS,4,1997ApJS..109..333W,"MAT, I",06:15:59.8,-26:45:55.7,233.9,-19.1,SXT4*,6094
1150,UGC 03420 ,34.36,0.38,74.4,14.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"CF, r",06:16:01.4,+75:56:11.4,138.2,24.1,S..3,5238
1150,UGC 03420 ,34.39,0.38,75.7,14.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"CF, r",06:16:01.4,+75:56:11.4,138.2,24.1,S..3,5238
1150,UGC 03420 ,34.59,0.38,82.7,15.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"CF, r",06:16:01.4,+75:56:11.4,138.2,24.1,S..3,5238
1150,UGC 03420 ,34.35,0.8,74,29.6,IRAS,4,1997ApJS..109..333W,"CF, r",06:16:01.4,+75:56:11.4,138.2,24.1,S..3,5238
1151,NGC 2207,32.61,0.8,33.3,13.3,Tully est,2,1988NBGC.C....0000T,B,06:16:22.0,-21:22:21.6,228.7,-17,SXT4P,2571
1152,UGCA 126,32.08,0.43,26,5.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:17:04.8,-27:23:18.9,234.6,-19.1,S..4./,1510
1152,UGCA 126,32.23,0.43,27.9,6,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:17:04.8,-27:23:18.9,234.6,-19.1,S..4./,1510
1152,UGCA 126,32.38,0.43,29.9,6.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:17:04.8,-27:23:18.9,234.6,-19.1,S..4./,1510
1152,UGCA 126,31.56,0.8,20.5,8.2,Tully est,2,1988NBGC.C....0000T,,06:17:04.8,-27:23:18.9,234.6,-19.1,S..4./,1510
1152,UGCA 126,31.93,0.8,24.4,9.7,IRAS,4,1997ApJS..109..333W,"MAT, I",06:17:04.8,-27:23:18.9,234.6,-19.1,S..4./,1510
1153,ESO 556- G 012,33.01,0.43,39.9,8.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:17:49.2,-21:03:38.0,228.5,-16.6,SBS9,2399
1153,ESO 556- G 012,33.04,0.43,40.5,8.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:17:49.2,-21:03:38.0,228.5,-16.6,SBS9,2399
1153,ESO 556- G 012,33.07,0.43,41.2,8.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:17:49.2,-21:03:38.0,228.5,-16.6,SBS9,2399
1153,ESO 556- G 012,32.81,0.8,36.4,14.6,IRAS,4,1997ApJS..109..333W,"MAT, I",06:17:49.2,-21:03:38.0,228.5,-16.6,SBS9,2399
1154,ESO 087- G 003,34.35,0.43,74,15.9,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:18:20.7,-66:01:03.1,275.8,-27.9,PSBS4*,7876
1154,ESO 087- G 003,34.65,0.43,85,18.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:18:20.7,-66:01:03.1,275.8,-27.9,PSBS4*,7876
1154,ESO 087- G 003,34.74,0.43,88.5,19,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:18:20.7,-66:01:03.1,275.8,-27.9,PSBS4*,7876
1154,ESO 087- G 003,35.12,0.8,105.5,42.2,IRAS,4,1997ApJS..109..333W,"MAT, I",06:18:20.7,-66:01:03.1,275.8,-27.9,PSBS4*,7876
1155,NGC 2146 ,31.18,0.4,17.2,3.4,Tully-Fisher,1,1988NBGC.C....0000T,B,06:18:37.7,+78:21:25.3,135.7,24.9,SBS2P,1035
1156,MCG -03-16-023,33.81,0.43,57.9,12.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:19:04.2,-16:56:50.2,224.7,-14.6,SB.4?,6011
1156,MCG -03-16-023,34.01,0.43,63.4,13.6,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:19:04.2,-16:56:50.2,224.7,-14.6,SB.4?,6011
1156,MCG -03-16-023,34.34,0.43,73.8,15.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:19:04.2,-16:56:50.2,224.7,-14.6,SB.4?,6011
1156,MCG -03-16-023,34.5,0.8,79.5,31.8,IRAS,4,1997ApJS..109..333W,"MAT, I",06:19:04.2,-16:56:50.2,224.7,-14.6,SB.4?,6011
1157,MCG -03-17-001,32.77,0.8,35.7,14.3,Tully est,2,1988NBGC.C....0000T,B,06:20:42.8,-16:03:40.2,224.1,-13.9,SAT6*,2687
1158,UGCA 127,29.71,0.8,8.7,3.5,Tully est,2,1988NBGC.C....0000T,,06:20:55.7,-08:29:44.2,217.1,-10.6,S..6?,588
1159,"UGCA 128, MCG -03-17-002 ",31.94,0.8,24.4,9.8,Tully est,2,1988NBGC.C....0000T,,06:21:05.6,-20:02:54.3,227.9,-15.5,SBS1P,1807
1160,ESO 121- G 026 ,33.27,0.43,45,9.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:21:38.8,-59:44:23.7,268.9,-26.9,SBT4,2054
1160,ESO 121- G 026 ,33.47,0.43,49.5,10.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:21:38.8,-59:44:23.7,268.9,-26.9,SBT4,2054
1160,ESO 121- G 026 ,33.57,0.43,51.8,11.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:21:38.8,-59:44:23.7,268.9,-26.9,SBT4,2054
1160,ESO 121- G 026 ,32.16,0.8,27,10.8,Tully est,2,1988NBGC.C....0000T,,06:21:38.8,-59:44:23.7,268.9,-26.9,SBT4,2054
1160,ESO 121- G 026 ,32.45,0.8,30.9,12.4,IRAS,4,1997ApJS..109..333W,"MAT, I",06:21:38.8,-59:44:23.7,268.9,-26.9,SBT4,2054
1161,NGC 2217,31.45,0.4,19.5,3.9,Tully-Fisher,1,1988NBGC.C....0000T,B,06:21:39.8,-27:14:01.5,234.9,-18.1,RLBT+,1431
1162,ESO 057- G 080,33.27,0.43,45,9.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:23:09.3,-68:43:58.4,279,-27.7,S..3?/,4148
1162,ESO 057- G 080,33.42,0.43,48.3,10.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:23:09.3,-68:43:58.4,279,-27.7,S..3?/,4148
1162,ESO 057- G 080,33.58,0.43,52,11.2,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:23:09.3,-68:43:58.4,279,-27.7,S..3?/,4148
1162,ESO 057- G 080,33.79,0.8,57.3,22.9,IRAS,4,1997ApJS..109..333W,"MAT, I",06:23:09.3,-68:43:58.4,279,-27.7,S..3?/,4148
1163,ESO 489- G 047,34.24,0.43,70.3,15.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:23:51.0,-23:11:36.8,231.1,-16.1,SAR4*,7015
1163,ESO 489- G 047,34.49,0.43,78.9,17,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:23:51.0,-23:11:36.8,231.1,-16.1,SAR4*,7015
1163,ESO 489- G 047,34.67,0.43,85.9,18.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:23:51.0,-23:11:36.8,231.1,-16.1,SAR4*,7015
1163,ESO 489- G 047,34.87,0.8,94.3,37.7,IRAS,4,1997ApJS..109..333W,"MAT, I",06:23:51.0,-23:11:36.8,231.1,-16.1,SAR4*,7015
1164,NGC 2146A,31.65,0.47,21.4,5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",06:23:55.2,+78:31:48.4,135.5,25.2,SXS5*,1639
1164,NGC 2146A,31.7,0.47,21.9,5.1,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",06:23:55.2,+78:31:48.4,135.5,25.2,SXS5*,1639
1164,NGC 2146A,31.97,0.4,24.7,4.9,Tully-Fisher,1,1988NBGC.C....0000T,B,06:23:55.2,+78:31:48.4,135.5,25.2,SXS5*,1639
1164,NGC 2146A,32.04,0.47,25.6,6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",06:23:55.2,+78:31:48.4,135.5,25.2,SXS5*,1639
1164,NGC 2146A,31.79,0.8,22.8,9.1,IRAS,4,1997ApJS..109..333W,"A82, H",06:23:55.2,+78:31:48.4,135.5,25.2,SXS5*,1639
1165,NGC 2223,32.64,0.4,33.7,6.7,Tully-Fisher,1,1988NBGC.C....0000T,B,06:24:35.9,-22:50:17.7,230.9,-15.8,SXR3,2539
1166,ESO 426- G 008,34.42,0.43,76.6,16.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:25:52.4,-27:59:12.9,235.9,-17.5,S..4*/,6865
1166,ESO 426- G 008,34.61,0.43,83.4,17.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:25:52.4,-27:59:12.9,235.9,-17.5,S..4*/,6865
1166,ESO 426- G 008,34.79,0.43,90.7,19.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:25:52.4,-27:59:12.9,235.9,-17.5,S..4*/,6865
1166,ESO 426- G 008,34.79,0.8,90.7,36.3,IRAS,4,1997ApJS..109..333W,"MAT, I",06:25:52.4,-27:59:12.9,235.9,-17.5,S..4*/,6865
1167,NGC 2227,32.18,0.43,27.3,5.9,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:25:57.9,-22:00:17.4,230.2,-15.2,SBT5,2080
1167,NGC 2227,32.31,0.43,28.9,6.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:25:57.9,-22:00:17.4,230.2,-15.2,SBT5,2080
1167,NGC 2227,32.49,0.43,31.5,6.8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:25:57.9,-22:00:17.4,230.2,-15.2,SBT5,2080
1167,NGC 2227,32.19,0.8,27.5,11,Tully est,2,1988NBGC.C....0000T,B,06:25:57.9,-22:00:17.4,230.2,-15.2,SBT5,2080
1167,NGC 2227,32.53,0.8,32.1,12.8,IRAS,4,1997ApJS..109..333W,"MAT, I",06:25:57.9,-22:00:17.4,230.2,-15.2,SBT5,2080
1168,IC 2166,32.95,0.4,38.9,7.8,Tully-Fisher,1,1988NBGC.C....0000T,B,06:26:55.6,+59:04:48.3,155.9,20,SXS4,2776
1169,UGC 03475,29.67,0.4,8.6,1.7,Tully-Fisher,1,1988NBGC.C....0000T,B,06:30:26.9,+39:30:08.8,175,13.1,S..9*,498
1170,ESO 058- G 003,33.9,0.43,60.3,13,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:31:00.9,-71:30:05.8,282.1,-27.2,S..6*/,4088
1170,ESO 058- G 003,33.97,0.43,62.1,13.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:31:00.9,-71:30:05.8,282.1,-27.2,S..6*/,4088
1170,ESO 058- G 003,34.19,0.43,69,14.8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:31:00.9,-71:30:05.8,282.1,-27.2,S..6*/,4088
1170,ESO 058- G 003,33.76,0.8,56.4,22.5,IRAS,4,1997ApJS..109..333W,"MAT, I",06:31:00.9,-71:30:05.8,282.1,-27.2,S..6*/,4088
1171,ESO 206- G 016,30.63,0.8,13.4,5.4,Tully est,2,1988NBGC.C....0000T,,06:31:09.7,-52:25:07.3,261.2,-24.2,IXS9,977
1172,ESO 490- G 010,32.22,0.43,27.9,6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:31:57.5,-26:46:08.8,235.3,-15.8,SBT7?P,1634
1172,ESO 490- G 010,32.26,0.43,28.4,6.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:31:57.5,-26:46:08.8,235.3,-15.8,SBT7?P,1634
1172,ESO 490- G 010,32.52,0.43,31.9,6.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:31:57.5,-26:46:08.8,235.3,-15.8,SBT7?P,1634
1172,ESO 490- G 010,32.07,0.8,26,10.4,IRAS,4,1997ApJS..109..333W,"MAT, I",06:31:57.5,-26:46:08.8,235.3,-15.8,SBT7?P,1634
1173,ESO 365- G 028,34.42,0.43,76.6,16.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:33:35.8,-34:15:39.9,242.7,-18.3,SXS5*P,6839
1173,ESO 365- G 028,34.65,0.43,85.3,18.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:33:35.8,-34:15:39.9,242.7,-18.3,SXS5*P,6839
1173,ESO 365- G 028,34.9,0.43,95.6,20.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:33:35.8,-34:15:39.9,242.7,-18.3,SXS5*P,6839
1173,ESO 365- G 028,34.76,0.8,89.4,35.8,IRAS,4,1997ApJS..109..333W,"MAT, I",06:33:35.8,-34:15:39.9,242.7,-18.3,SXS5*P,6839
1174,ESO 490- G 014,32.12,0.43,26.6,5.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:33:42.7,-24:59:09.4,233.8,-14.8,SBS4*,2519
1174,ESO 490- G 014,32.17,0.43,27.2,5.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:33:42.7,-24:59:09.4,233.8,-14.8,SBS4*,2519
1174,ESO 490- G 014,32.44,0.43,30.7,6.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:33:42.7,-24:59:09.4,233.8,-14.8,SBS4*,2519
1174,ESO 490- G 014,32.93,0.8,38.5,15.4,IRAS,4,1997ApJS..109..333W,"MAT, I",06:33:42.7,-24:59:09.4,233.8,-14.8,SBS4*,2519
1175,NGC 2255,34.17,0.43,68.1,14.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:33:58.6,-34:48:45.3,243.3,-18.4,SXR5*,6670
1175,NGC 2255,34.38,0.43,75.1,16.2,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:33:58.6,-34:48:45.3,243.3,-18.4,SXR5*,6670
1175,NGC 2255,34.73,0.43,88.4,19,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:33:58.6,-34:48:45.3,243.3,-18.4,SXR5*,6670
1175,NGC 2255,34.7,0.8,86.9,34.8,IRAS,4,1997ApJS..109..333W,"MAT, I",06:33:58.6,-34:48:45.3,243.3,-18.4,SXR5*,6670
1176,ESO 206- G 017,31.49,0.43,19.9,4.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:38:19.6,-51:57:10.2,261,-23,S..6*/,813
1176,ESO 206- G 017,31.63,0.43,21.2,4.6,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:38:19.6,-51:57:10.2,261,-23,S..6*/,813
1176,ESO 206- G 017,31.81,0.43,23,4.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:38:19.6,-51:57:10.2,261,-23,S..6*/,813
1176,ESO 206- G 017,30.64,0.8,13.4,5.4,IRAS,4,1997ApJS..109..333W,"MAT, I",06:38:19.6,-51:57:10.2,261,-23,S..6*/,813
1177,ESO 366- G 004,33.26,0.43,44.9,9.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:38:44.6,-35:15:30.1,244.1,-17.7,SBR7./,6462
1177,ESO 366- G 004,33.35,0.43,46.9,10.1,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:38:44.6,-35:15:30.1,244.1,-17.7,SBR7./,6462
1177,ESO 366- G 004,33.36,0.43,47.1,10.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:38:44.6,-35:15:30.1,244.1,-17.7,SBR7./,6462
1177,ESO 366- G 004,34.78,0.8,90.4,36.2,IRAS,4,1997ApJS..109..333W,"MAT, I",06:38:44.6,-35:15:30.1,244.1,-17.7,SBR7./,6462
1178,ESO 308- G 023,34.04,0.43,64.2,13.8,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:39:49.9,-38:14:39.4,247.1,-18.5,SBR3*,5142
1178,ESO 308- G 023,34.22,0.43,69.7,15,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:39:49.9,-38:14:39.4,247.1,-18.5,SBR3*,5142
1178,ESO 308- G 023,34.61,0.43,83.7,18,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:39:49.9,-38:14:39.4,247.1,-18.5,SBR3*,5142
1178,ESO 308- G 023,34.22,0.8,69.8,27.9,IRAS,4,1997ApJS..109..333W,"MAT, I",06:39:49.9,-38:14:39.4,247.1,-18.5,SBR3*,5142
1179,NGC 2273A,32.5,0.4,31.6,6.3,Tully-Fisher,1,1988NBGC.C....0000T,B,06:40:07.1,+60:04:50.4,155.4,21.9,SXS6,2188
1180,ESO 490- G 028,30.3,0.43,11.5,2.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:40:20.8,-27:05:51.3,236.4,-14.2,Sb,1950
1180,ESO 490- G 028,30.48,0.43,12.5,2.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:40:20.8,-27:05:51.3,236.4,-14.2,Sb,1950
1180,ESO 490- G 028,30.78,0.43,14.3,3.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:40:20.8,-27:05:51.3,236.4,-14.2,Sb,1950
1180,ESO 490- G 028,32.42,0.8,30.4,12.2,IRAS,4,1997ApJS..109..333W,"MAT, I",06:40:20.8,-27:05:51.3,236.4,-14.2,Sb,1950
1181,ESO 122-IG 001,31.8,0.47,22.9,5.4,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",06:40:43.2,-58:31:28.5,268,-24.2,SBS3P,2384
1181,ESO 122-IG 001,31.87,0.47,23.7,5.6,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",06:40:43.2,-58:31:28.5,268,-24.2,SBS3P,2384
1181,ESO 122-IG 001,32.12,0.47,26.6,6.3,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",06:40:43.2,-58:31:28.5,268,-24.2,SBS3P,2384
1181,ESO 122-IG 001,32.48,0.8,31.4,12.6,Tully est,2,1988NBGC.C....0000T,,06:40:43.2,-58:31:28.5,268,-24.2,SBS3P,2384
1181,ESO 122-IG 001,32.76,0.8,35.6,14.2,IRAS,4,1997ApJS..109..333W,"A82, H",06:40:43.2,-58:31:28.5,268,-24.2,SBS3P,2384
1182,"UGCA 130, MRK 0005",30.93,0.8,15.3,6.1,Tully est,2,1988NBGC.C....0000T,,06:42:15.5,+75:37:32.6,138.9,25.6,I?,927
1183,ESO 366- G 009,32.54,0.43,32.2,6.9,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:42:49.9,-35:34:20.0,244.7,-17,PSXS5*,1782
1183,ESO 366- G 009,32.56,0.43,32.5,7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:42:49.9,-35:34:20.0,244.7,-17,PSXS5*,1782
1183,ESO 366- G 009,32.74,0.43,35.3,7.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:42:49.9,-35:34:20.0,244.7,-17,PSXS5*,1782
1183,ESO 366- G 009,32.18,0.8,27.3,10.9,IRAS,4,1997ApJS..109..333W,"MAT, I",06:42:49.9,-35:34:20.0,244.7,-17,PSXS5*,1782
1184,ESO 034- G 012,34.06,0.43,64.8,13.9,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:43:30.8,-72:35:40.6,283.4,-26.4,SBR5,5344
1184,ESO 034- G 012,34.34,0.43,73.8,15.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:43:30.8,-72:35:40.6,283.4,-26.4,SBR5,5344
1184,ESO 034- G 012,34.35,0.43,74,15.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:43:30.8,-72:35:40.6,283.4,-26.4,SBR5,5344
1184,ESO 034- G 012,34.31,0.8,72.8,29.1,IRAS,4,1997ApJS..109..333W,"MAT, I",06:43:30.8,-72:35:40.6,283.4,-26.4,SBR5,5344
1185,ESO 490- G 036,32.62,0.43,33.4,7.2,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:44:06.9,-27:10:31.3,236.8,-13.5,S..6*/,1741
1185,ESO 490- G 036,32.69,0.43,34.4,7.4,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:44:06.9,-27:10:31.3,236.8,-13.5,S..6*/,1741
1185,ESO 490- G 036,32.82,0.43,36.6,7.9,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:44:06.9,-27:10:31.3,236.8,-13.5,S..6*/,1741
1185,ESO 490- G 036,32.21,0.8,27.7,11.1,IRAS,4,1997ApJS..109..333W,"MAT, I",06:44:06.9,-27:10:31.3,236.8,-13.5,S..6*/,1741
1186,ESO 058- G 013,33.79,0.43,57.2,12.3,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:44:40.7,-71:27:26.6,282.2,-26.1,S..3*/,3890
1186,ESO 058- G 013,34.06,0.43,64.8,13.9,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:44:40.7,-71:27:26.6,282.2,-26.1,S..3*/,3890
1186,ESO 058- G 013,34.08,0.43,65.5,14.1,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:44:40.7,-71:27:26.6,282.2,-26.1,S..3*/,3890
1186,ESO 058- G 013,33.66,0.8,53.9,21.6,IRAS,4,1997ApJS..109..333W,"MAT, I",06:44:40.7,-71:27:26.6,282.2,-26.1,S..3*/,3890
1187,NGC 2280,31.49,0.47,19.9,4.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",06:44:49.1,-27:38:19.0,237.3,-13.6,SAS6,1710
1187,NGC 2280,31.66,0.47,21.5,5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",06:44:49.1,-27:38:19.0,237.3,-13.6,SAS6,1710
1187,NGC 2280,31.83,0.4,23.2,4.6,Tully-Fisher,1,1988NBGC.C....0000T,B,06:44:49.1,-27:38:19.0,237.3,-13.6,SAS6,1710
1187,NGC 2280,31.9,0.47,24,5.6,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",06:44:49.1,-27:38:19.0,237.3,-13.6,SAS6,1710
1187,NGC 2280,32.05,0.43,25.7,5.5,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:44:49.1,-27:38:19.0,237.3,-13.6,SAS6,1710
1187,NGC 2280,32.33,0.43,29.2,6.3,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:44:49.1,-27:38:19.0,237.3,-13.6,SAS6,1710
1187,NGC 2280,32.37,0.43,29.8,6.4,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:44:49.1,-27:38:19.0,237.3,-13.6,SAS6,1710
1187,NGC 2280,32.15,0.8,26.9,10.8,IRAS,4,1997ApJS..109..333W,"MAT, I",06:44:49.1,-27:38:19.0,237.3,-13.6,SAS6,1710
1187,NGC 2280,32.15,0.8,27,10.8,IRAS,4,1997ApJS..109..333W,"A82, H",06:44:49.1,-27:38:19.0,237.3,-13.6,SAS6,1710
1188,ESO 255- G 019,30.35,0.8,11.8,4.7,Tully est,2,1988NBGC.C....0000T,,06:45:48.2,-47:31:52.0,256.8,-20.6,SAS9,847
1189,NGC 2273B,32.21,0.47,27.7,6.5,"Tully-Fisher, inv",1,1997ApJS..109..333W,"A82, H",06:46:31.6,+60:20:25.4,155.4,22.8,SBT6*,2185
1189,NGC 2273B,32.26,0.47,28.3,6.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"A82, H",06:46:31.6,+60:20:25.4,155.4,22.8,SBT6*,2185
1189,NGC 2273B,32.5,0.4,31.6,6.3,Tully-Fisher,1,1988NBGC.C....0000T,B,06:46:31.6,+60:20:25.4,155.4,22.8,SBT6*,2185
1189,NGC 2273B,32.66,0.47,34.1,8,"Tully-Fisher, cor",1,1997ApJS..109..333W,"A82, H",06:46:31.6,+60:20:25.4,155.4,22.8,SBT6*,2185
1189,NGC 2273B,32.37,0.8,29.8,11.9,IRAS,4,1997ApJS..109..333W,"A82, H",06:46:31.6,+60:20:25.4,155.4,22.8,SBT6*,2185
1190,ESO 490- G 045,31.68,0.43,21.7,4.7,"Tully-Fisher, inv",1,1997ApJS..109..333W,"MAT, I",06:46:46.7,-26:28:31.7,236.4,-12.7,SBS7,1514
1190,ESO 490- G 045,31.68,0.43,21.7,4.7,"Tully-Fisher, raw",1,1997ApJS..109..333W,"MAT, I",06:46:46.7,-26:28:31.7,236.4,-12.7,SBS7,1514
1190,ESO 490- G 045,32.03,0.43,25.5,5.5,"Tully-Fisher, cor",1,1997ApJS..109..333W,"MAT, I",06:46:46.7,-26:28:31.7,236.4,-12.7,SBS7,1514
1190,ESO 490- G 045,31.92,0.8,24.2,9.7,IRAS,4,1997ApJS..109..333W,"MAT, I",06:46:46.7,-26:28:31.7,236.4,-12.7,SBS7,1514
1191,NGC 2292,32.17,0.4,27.1,5.4,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",06:47:39.7,-26:44:46.5,236.7,-12.6,LX.0P,2125
1191,NGC 2292,32.5,0.4,31.6,6.3,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",06:47:39.7,-26:44:46.5,236.7,-12.6,LX.0P,2125
1192,NGC 2293,32.54,0.4,32.2,6.4,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",06:47:42.9,-26:45:15.7,236.7,-12.6,LXS+P,1782
1192,NGC 2293,32.88,0.4,37.6,7.5,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",06:47:42.9,-26:45:15.7,236.7,-12.6,LXS+P,1782
1193,NGC 2305,32.56,0.4,32.5,6.5,"D-Sigma, raw",3,1997ApJS..109..333W,"Edat, B",06:48:37.3,-64:16:23.9,274.4,-24.6,E.2.*P,3287
1193,NGC 2305,32.9,0.4,38,7.6,"D-Sigma, cor",3,1997ApJS..109..333W,"Edat, B",06:48:37.3,-64:16:23.9,274.4,-24.6,E.2.*P,3287
1194,"NGC 2273, MRK 0620",32.26,0.4,28.4,5.7,Tully-Fisher,1,1988NBGC.C....0000T,B,06:50:08.7,+60:50:44.9,155,23.3,SBR1*,1926
1195,UGC 03496,32.09,0.8,26.2,10.5,Tully est,2,1988NBGC.C....0000T,,06:50:36.0,+85:47:42.0,127.7,27,I..9*,1748
